Iterations,Accuracy (%),Attack,Aggregator,Optimizer,seed,LR
270,57.311698717948715,mimic,RFA,Byz-NSGDM,0,0.01
300,56.640625,mimic,RFA,Byz-NSGDM,0,0.01
330,56.330128205128204,mimic,RFA,Byz-NSGDM,0,0.01
360,54.44711538461539,mimic,RFA,Byz-NSGDM,0,0.01
390,52.49399038461539,mimic,RFA,Byz-NSGDM,0,0.01
420,49.5693108974359,mimic,RFA,Byz-NSGDM,0,0.01
450,47.24559294871795,mimic,RFA,Byz-NSGDM,0,0.01
480,45.77323717948718,mimic,RFA,Byz-NSGDM,0,0.01
510,45.28245192307692,mimic,RFA,Byz-NSGDM,0,0.01
540,45.592948717948715,mimic,RFA,Byz-NSGDM,0,0.01
570,46.18389423076923,mimic,RFA,Byz-NSGDM,0,0.01
600,47.02524038461539,mimic,RFA,Byz-NSGDM,0,0.01
630,48.03685897435897,mimic,RFA,Byz-NSGDM,0,0.01
660,49.26883012820513,mimic,RFA,Byz-NSGDM,0,0.01
690,50.01001602564103,mimic,RFA,Byz-NSGDM,0,0.01
720,50.891426282051285,mimic,RFA,Byz-NSGDM,0,0.01
750,51.80288461538461,mimic,RFA,Byz-NSGDM,0,0.01
780,52.6943108974359,mimic,RFA,Byz-NSGDM,0,0.01
810,53.42548076923077,mimic,RFA,Byz-NSGDM,0,0.01
840,54.17668269230769,mimic,RFA,Byz-NSGDM,0,0.01
870,54.82772435897436,mimic,RFA,Byz-NSGDM,0,0.01
900,55.358573717948715,mimic,RFA,Byz-NSGDM,0,0.01
930,55.92948717948718,mimic,RFA,Byz-NSGDM,0,0.01
960,56.37019230769231,mimic,RFA,Byz-NSGDM,0,0.01
990,56.87099358974359,mimic,RFA,Byz-NSGDM,0,0.01
1020,57.27163461538461,mimic,RFA,Byz-NSGDM,0,0.01
1050,57.79246794871795,mimic,RFA,Byz-NSGDM,0,0.01
1080,58.2431891025641,mimic,RFA,Byz-NSGDM,0,0.01
1110,58.64383012820513,mimic,RFA,Byz-NSGDM,0,0.01
1140,59.10456730769231,mimic,RFA,Byz-NSGDM,0,0.01
1170,59.43509615384615,mimic,RFA,Byz-NSGDM,0,0.01
1200,59.74559294871795,mimic,RFA,Byz-NSGDM,0,0.01
1230,60.34655448717949,mimic,RFA,Byz-NSGDM,0,0.01
1260,60.79727564102564,mimic,RFA,Byz-NSGDM,0,0.01
1290,61.438301282051285,mimic,RFA,Byz-NSGDM,0,0.01
1320,61.98918269230769,mimic,RFA,Byz-NSGDM,0,0.01
1350,62.07932692307692,mimic,RFA,Byz-NSGDM,0,0.01
1380,62.19951923076923,mimic,RFA,Byz-NSGDM,0,0.01
1410,62.28966346153846,mimic,RFA,Byz-NSGDM,0,0.01
1440,62.34975961538461,mimic,RFA,Byz-NSGDM,0,0.01
1470,62.5,mimic,RFA,Byz-NSGDM,0,0.01
1500,62.5,mimic,RFA,Byz-NSGDM,0,0.01
30,64.60336538461539,BF,RFA,Byz-NSGDM,0,0.1
60,78.2051282051282,BF,RFA,Byz-NSGDM,0,0.1
90,74.5693108974359,BF,RFA,Byz-NSGDM,0,0.1
120,77.72435897435898,BF,RFA,Byz-NSGDM,0,0.1
150,80.78926282051282,BF,RFA,Byz-NSGDM,0,0.1
180,81.46033653846153,BF,RFA,Byz-NSGDM,0,0.1
210,81.84094551282051,BF,RFA,Byz-NSGDM,0,0.1
240,82.84254807692308,BF,RFA,Byz-NSGDM,0,0.1
270,82.71233974358974,BF,RFA,Byz-NSGDM,0,0.1
300,83.10296474358974,BF,RFA,Byz-NSGDM,0,0.1
330,83.6338141025641,BF,RFA,Byz-NSGDM,0,0.1
360,83.92427884615384,BF,RFA,Byz-NSGDM,0,0.1
390,83.87419871794872,BF,RFA,Byz-NSGDM,0,0.1
420,84.59535256410257,BF,RFA,Byz-NSGDM,0,0.1
450,84.6454326923077,BF,RFA,Byz-NSGDM,0,0.1
480,84.52524038461539,BF,RFA,Byz-NSGDM,0,0.1
510,84.78565705128206,BF,RFA,Byz-NSGDM,0,0.1
540,85.08613782051282,BF,RFA,Byz-NSGDM,0,0.1
570,84.62540064102564,BF,RFA,Byz-NSGDM,0,0.1
600,84.94591346153847,BF,RFA,Byz-NSGDM,0,0.1
630,85.00600961538461,BF,RFA,Byz-NSGDM,0,0.1
660,84.7255608974359,BF,RFA,Byz-NSGDM,0,0.1
690,85.06610576923077,BF,RFA,Byz-NSGDM,0,0.1
720,85.4667467948718,BF,RFA,Byz-NSGDM,0,0.1
750,85.04607371794872,BF,RFA,Byz-NSGDM,0,0.1
780,85.2764423076923,BF,RFA,Byz-NSGDM,0,0.1
810,85.4266826923077,BF,RFA,Byz-NSGDM,0,0.1
840,85.16626602564102,BF,RFA,Byz-NSGDM,0,0.1
870,85.4667467948718,BF,RFA,Byz-NSGDM,0,0.1
900,85.24639423076923,BF,RFA,Byz-NSGDM,0,0.1
930,85.8173076923077,BF,RFA,Byz-NSGDM,0,0.1
960,85.90745192307692,BF,RFA,Byz-NSGDM,0,0.1
990,85.55689102564102,BF,RFA,Byz-NSGDM,0,0.1
1020,85.70713141025641,BF,RFA,Byz-NSGDM,0,0.1
1050,85.2764423076923,BF,RFA,Byz-NSGDM,0,0.1
1080,85.73717948717949,BF,RFA,Byz-NSGDM,0,0.1
1110,85.24639423076923,BF,RFA,Byz-NSGDM,0,0.1
1140,85.2363782051282,BF,RFA,Byz-NSGDM,0,0.1
1170,84.90584935897436,BF,RFA,Byz-NSGDM,0,0.1
1200,85.83733974358974,BF,RFA,Byz-NSGDM,0,0.1
1230,85.5869391025641,BF,RFA,Byz-NSGDM,0,0.1
1260,85.40665064102564,BF,RFA,Byz-NSGDM,0,0.1
1290,85.67708333333333,BF,RFA,Byz-NSGDM,0,0.1
1320,85.87740384615384,BF,RFA,Byz-NSGDM,0,0.1
1350,85.21634615384616,BF,RFA,Byz-NSGDM,0,0.1
1380,84.71554487179488,BF,RFA,Byz-NSGDM,0,0.1
1410,85.86738782051282,BF,RFA,Byz-NSGDM,0,0.1
1440,85.5869391025641,BF,RFA,Byz-NSGDM,0,0.1
1470,84.92588141025641,BF,RFA,Byz-NSGDM,0,0.1
1500,85.79727564102564,BF,RFA,Byz-NSGDM,0,0.1
30,63.62179487179487,BF,KRUM,Byz-NSGDM,0,0.1
60,81.57051282051282,BF,KRUM,Byz-NSGDM,0,0.1
90,76.75280448717949,BF,KRUM,Byz-NSGDM,0,0.1
120,77.37379807692308,BF,KRUM,Byz-NSGDM,0,0.1
150,80.3485576923077,BF,KRUM,Byz-NSGDM,0,0.1
180,81.10977564102564,BF,KRUM,Byz-NSGDM,0,0.1
210,81.5204326923077,BF,KRUM,Byz-NSGDM,0,0.1
240,82.5020032051282,BF,KRUM,Byz-NSGDM,0,0.1
270,82.41185897435898,BF,KRUM,Byz-NSGDM,0,0.1
300,82.75240384615384,BF,KRUM,Byz-NSGDM,0,0.1
330,83.42347756410257,BF,KRUM,Byz-NSGDM,0,0.1
360,83.78405448717949,BF,KRUM,Byz-NSGDM,0,0.1
390,83.79407051282051,BF,KRUM,Byz-NSGDM,0,0.1
420,84.46514423076923,BF,KRUM,Byz-NSGDM,0,0.1
450,84.50520833333333,BF,KRUM,Byz-NSGDM,0,0.1
480,84.47516025641026,BF,KRUM,Byz-NSGDM,0,0.1
510,84.59535256410257,BF,KRUM,Byz-NSGDM,0,0.1
540,84.89583333333333,BF,KRUM,Byz-NSGDM,0,0.1
570,84.55528846153847,BF,KRUM,Byz-NSGDM,0,0.1
600,84.8858173076923,BF,KRUM,Byz-NSGDM,0,0.1
630,85.0360576923077,BF,KRUM,Byz-NSGDM,0,0.1
660,84.765625,BF,KRUM,Byz-NSGDM,0,0.1
690,84.85576923076923,BF,KRUM,Byz-NSGDM,0,0.1
720,85.34655448717949,BF,KRUM,Byz-NSGDM,0,0.1
750,84.97596153846153,BF,KRUM,Byz-NSGDM,0,0.1
780,85.14623397435898,BF,KRUM,Byz-NSGDM,0,0.1
810,85.36658653846153,BF,KRUM,Byz-NSGDM,0,0.1
840,85.13621794871794,BF,KRUM,Byz-NSGDM,0,0.1
870,85.33653846153847,BF,KRUM,Byz-NSGDM,0,0.1
900,85.10616987179488,BF,KRUM,Byz-NSGDM,0,0.1
930,85.79727564102564,BF,KRUM,Byz-NSGDM,0,0.1
960,85.82732371794872,BF,KRUM,Byz-NSGDM,0,0.1
990,85.43669871794872,BF,KRUM,Byz-NSGDM,0,0.1
1020,85.52684294871794,BF,KRUM,Byz-NSGDM,0,0.1
1050,85.14623397435898,BF,KRUM,Byz-NSGDM,0,0.1
1080,85.6270032051282,BF,KRUM,Byz-NSGDM,0,0.1
1110,85.24639423076923,BF,KRUM,Byz-NSGDM,0,0.1
1140,85.16626602564102,BF,KRUM,Byz-NSGDM,0,0.1
1170,84.63541666666667,BF,KRUM,Byz-NSGDM,0,0.1
1200,85.78725961538461,BF,KRUM,Byz-NSGDM,0,0.1
1230,85.44671474358974,BF,KRUM,Byz-NSGDM,0,0.1
1260,85.57692307692308,BF,KRUM,Byz-NSGDM,0,0.1
1290,85.53685897435898,BF,KRUM,Byz-NSGDM,0,0.1
1320,85.64703525641026,BF,KRUM,Byz-NSGDM,0,0.1
1350,85.28645833333333,BF,KRUM,Byz-NSGDM,0,0.1
1380,84.50520833333333,BF,KRUM,Byz-NSGDM,0,0.1
1410,85.86738782051282,BF,KRUM,Byz-NSGDM,0,0.1
1440,85.45673076923077,BF,KRUM,Byz-NSGDM,0,0.1
1470,84.99599358974359,BF,KRUM,Byz-NSGDM,0,0.1
1500,85.90745192307692,BF,KRUM,Byz-NSGDM,0,0.1
30,9.314903846153847,LF,KRUM,Byz-NSGDM,0,0.001
60,10.496794871794872,LF,KRUM,Byz-NSGDM,0,0.001
90,11.408253205128204,LF,KRUM,Byz-NSGDM,0,0.001
120,11.989182692307692,LF,KRUM,Byz-NSGDM,0,0.001
150,12.419871794871796,LF,KRUM,Byz-NSGDM,0,0.001
180,12.810496794871796,LF,KRUM,Byz-NSGDM,0,0.001
210,13.231169871794872,LF,KRUM,Byz-NSGDM,0,0.001
240,13.541666666666666,LF,KRUM,Byz-NSGDM,0,0.001
270,13.852163461538462,LF,KRUM,Byz-NSGDM,0,0.001
300,14.0625,LF,KRUM,Byz-NSGDM,0,0.001
330,14.36298076923077,LF,KRUM,Byz-NSGDM,0,0.001
360,14.633413461538462,LF,KRUM,Byz-NSGDM,0,0.001
390,14.84375,LF,KRUM,Byz-NSGDM,0,0.001
420,15.104166666666666,LF,KRUM,Byz-NSGDM,0,0.001
450,15.284455128205128,LF,KRUM,Byz-NSGDM,0,0.001
480,15.474759615384615,LF,KRUM,Byz-NSGDM,0,0.001
510,15.775240384615385,LF,KRUM,Byz-NSGDM,0,0.001
540,16.12580128205128,LF,KRUM,Byz-NSGDM,0,0.001
570,16.306089743589745,LF,KRUM,Byz-NSGDM,0,0.001
600,16.56650641025641,LF,KRUM,Byz-NSGDM,0,0.001
630,16.95713141025641,LF,KRUM,Byz-NSGDM,0,0.001
660,17.247596153846153,LF,KRUM,Byz-NSGDM,0,0.001
690,17.59815705128205,LF,KRUM,Byz-NSGDM,0,0.001
720,17.958733974358974,LF,KRUM,Byz-NSGDM,0,0.001
750,18.419471153846153,LF,KRUM,Byz-NSGDM,0,0.001
780,18.800080128205128,LF,KRUM,Byz-NSGDM,0,0.001
810,19.170673076923077,LF,KRUM,Byz-NSGDM,0,0.001
840,19.44110576923077,LF,KRUM,Byz-NSGDM,0,0.001
870,19.861778846153847,LF,KRUM,Byz-NSGDM,0,0.001
900,20.122195512820515,LF,KRUM,Byz-NSGDM,0,0.001
930,20.512820512820515,LF,KRUM,Byz-NSGDM,0,0.001
960,20.713141025641026,LF,KRUM,Byz-NSGDM,0,0.001
990,21.053685897435898,LF,KRUM,Byz-NSGDM,0,0.001
1020,21.193910256410255,LF,KRUM,Byz-NSGDM,0,0.001
1050,21.444310897435898,LF,KRUM,Byz-NSGDM,0,0.001
1080,21.69471153846154,LF,KRUM,Byz-NSGDM,0,0.001
1110,21.905048076923077,LF,KRUM,Byz-NSGDM,0,0.001
1140,22.135416666666668,LF,KRUM,Byz-NSGDM,0,0.001
1170,22.295673076923077,LF,KRUM,Byz-NSGDM,0,0.001
1200,22.395833333333332,LF,KRUM,Byz-NSGDM,0,0.001
1230,22.576121794871796,LF,KRUM,Byz-NSGDM,0,0.001
1260,22.76642628205128,LF,KRUM,Byz-NSGDM,0,0.001
1290,22.916666666666668,LF,KRUM,Byz-NSGDM,0,0.001
1320,23.127003205128204,LF,KRUM,Byz-NSGDM,0,0.001
1350,23.287259615384617,LF,KRUM,Byz-NSGDM,0,0.001
1380,23.427483974358974,LF,KRUM,Byz-NSGDM,0,0.001
1410,23.557692307692307,LF,KRUM,Byz-NSGDM,0,0.001
1440,23.727964743589745,LF,KRUM,Byz-NSGDM,0,0.001
1470,23.818108974358974,LF,KRUM,Byz-NSGDM,0,0.001
1500,23.91826923076923,LF,KRUM,Byz-NSGDM,0,0.001
30,26.903044871794872,BF,KRUM,Byz-NSGDM,0,0.01
60,31.600560897435898,BF,KRUM,Byz-NSGDM,0,0.01
90,35.14623397435897,BF,KRUM,Byz-NSGDM,0,0.01
120,39.81370192307692,BF,KRUM,Byz-NSGDM,0,0.01
150,43.56971153846154,BF,KRUM,Byz-NSGDM,0,0.01
180,46.81490384615385,BF,KRUM,Byz-NSGDM,0,0.01
210,49.04847756410256,BF,KRUM,Byz-NSGDM,0,0.01
240,50.861378205128204,BF,KRUM,Byz-NSGDM,0,0.01
270,51.953125,BF,KRUM,Byz-NSGDM,0,0.01
300,52.814503205128204,BF,KRUM,Byz-NSGDM,0,0.01
330,53.50560897435897,BF,KRUM,Byz-NSGDM,0,0.01
360,54.20673076923077,BF,KRUM,Byz-NSGDM,0,0.01
390,54.77764423076923,BF,KRUM,Byz-NSGDM,0,0.01
420,55.25841346153846,BF,KRUM,Byz-NSGDM,0,0.01
450,55.65905448717949,BF,KRUM,Byz-NSGDM,0,0.01
480,55.91947115384615,BF,KRUM,Byz-NSGDM,0,0.01
510,56.139823717948715,BF,KRUM,Byz-NSGDM,0,0.01
540,56.31009615384615,BF,KRUM,Byz-NSGDM,0,0.01
570,56.59054487179487,BF,KRUM,Byz-NSGDM,0,0.01
600,56.87099358974359,BF,KRUM,Byz-NSGDM,0,0.01
630,57.06129807692308,BF,KRUM,Byz-NSGDM,0,0.01
660,57.26161858974359,BF,KRUM,Byz-NSGDM,0,0.01
690,57.502003205128204,BF,KRUM,Byz-NSGDM,0,0.01
720,57.682291666666664,BF,KRUM,Byz-NSGDM,0,0.01
750,57.79246794871795,BF,KRUM,Byz-NSGDM,0,0.01
780,57.88261217948718,BF,KRUM,Byz-NSGDM,0,0.01
810,58.072916666666664,BF,KRUM,Byz-NSGDM,0,0.01
840,58.35336538461539,BF,KRUM,Byz-NSGDM,0,0.01
870,58.50360576923077,BF,KRUM,Byz-NSGDM,0,0.01
900,58.65384615384615,BF,KRUM,Byz-NSGDM,0,0.01
930,58.89423076923077,BF,KRUM,Byz-NSGDM,0,0.01
960,59.114583333333336,BF,KRUM,Byz-NSGDM,0,0.01
990,59.35496794871795,BF,KRUM,Byz-NSGDM,0,0.01
1020,59.59535256410256,BF,KRUM,Byz-NSGDM,0,0.01
1050,59.895833333333336,BF,KRUM,Byz-NSGDM,0,0.01
1080,60.24639423076923,BF,KRUM,Byz-NSGDM,0,0.01
1110,60.53685897435897,BF,KRUM,Byz-NSGDM,0,0.01
1140,60.86738782051282,BF,KRUM,Byz-NSGDM,0,0.01
1170,61.31810897435897,BF,KRUM,Byz-NSGDM,0,0.01
1200,61.73878205128205,BF,KRUM,Byz-NSGDM,0,0.01
1230,62.109375,BF,KRUM,Byz-NSGDM,0,0.01
1260,62.51001602564103,BF,KRUM,Byz-NSGDM,0,0.01
1290,62.970753205128204,BF,KRUM,Byz-NSGDM,0,0.01
1320,63.31129807692308,BF,KRUM,Byz-NSGDM,0,0.01
1350,63.83213141025641,BF,KRUM,Byz-NSGDM,0,0.01
1380,64.20272435897436,BF,KRUM,Byz-NSGDM,0,0.01
1410,64.70352564102564,BF,KRUM,Byz-NSGDM,0,0.01
1440,65.234375,BF,KRUM,Byz-NSGDM,0,0.01
1470,65.59495192307692,BF,KRUM,Byz-NSGDM,0,0.01
1500,65.96554487179488,BF,KRUM,Byz-NSGDM,0,0.01
30,88.05088141025641,mimic,KRUM,Byz-NSGDM,0,0.5
60,92.58814102564102,mimic,KRUM,Byz-NSGDM,0,0.5
90,94.44110576923077,mimic,KRUM,Byz-NSGDM,0,0.5
120,95.98357371794872,mimic,KRUM,Byz-NSGDM,0,0.5
150,96.31410256410257,mimic,KRUM,Byz-NSGDM,0,0.5
180,97.04527243589743,mimic,KRUM,Byz-NSGDM,0,0.5
210,97.40584935897436,mimic,KRUM,Byz-NSGDM,0,0.5
240,91.00560897435898,mimic,KRUM,Byz-NSGDM,0,0.5
270,91.6766826923077,mimic,KRUM,Byz-NSGDM,0,0.5
300,90.80528846153847,mimic,KRUM,Byz-NSGDM,0,0.5
330,90.86538461538461,mimic,KRUM,Byz-NSGDM,0,0.5
360,89.98397435897436,mimic,KRUM,Byz-NSGDM,0,0.5
390,90.1943108974359,mimic,KRUM,Byz-NSGDM,0,0.5
420,90.1542467948718,mimic,KRUM,Byz-NSGDM,0,0.5
450,89.73357371794872,mimic,KRUM,Byz-NSGDM,0,0.5
480,89.27283653846153,mimic,KRUM,Byz-NSGDM,0,0.5
510,89.75360576923077,mimic,KRUM,Byz-NSGDM,0,0.5
540,88.90224358974359,mimic,KRUM,Byz-NSGDM,0,0.5
570,89.1426282051282,mimic,KRUM,Byz-NSGDM,0,0.5
600,89.1826923076923,mimic,KRUM,Byz-NSGDM,0,0.5
630,89.35296474358974,mimic,KRUM,Byz-NSGDM,0,0.5
660,89.52323717948718,mimic,KRUM,Byz-NSGDM,0,0.5
690,89.39302884615384,mimic,KRUM,Byz-NSGDM,0,0.5
720,89.29286858974359,mimic,KRUM,Byz-NSGDM,0,0.5
750,89.3329326923077,mimic,KRUM,Byz-NSGDM,0,0.5
780,89.3329326923077,mimic,KRUM,Byz-NSGDM,0,0.5
810,89.13261217948718,mimic,KRUM,Byz-NSGDM,0,0.5
840,88.91225961538461,mimic,KRUM,Byz-NSGDM,0,0.5
870,89.23277243589743,mimic,KRUM,Byz-NSGDM,0,0.5
900,89.20272435897436,mimic,KRUM,Byz-NSGDM,0,0.5
930,89.20272435897436,mimic,KRUM,Byz-NSGDM,0,0.5
960,89.28285256410257,mimic,KRUM,Byz-NSGDM,0,0.5
990,89.30288461538461,mimic,KRUM,Byz-NSGDM,0,0.5
1020,89.25280448717949,mimic,KRUM,Byz-NSGDM,0,0.5
1050,89.11258012820512,mimic,KRUM,Byz-NSGDM,0,0.5
1080,89.25280448717949,mimic,KRUM,Byz-NSGDM,0,0.5
1110,89.23277243589743,mimic,KRUM,Byz-NSGDM,0,0.5
1140,89.27283653846153,mimic,KRUM,Byz-NSGDM,0,0.5
1170,89.19270833333333,mimic,KRUM,Byz-NSGDM,0,0.5
1200,89.1826923076923,mimic,KRUM,Byz-NSGDM,0,0.5
1230,89.16266025641026,mimic,KRUM,Byz-NSGDM,0,0.5
1260,89.27283653846153,mimic,KRUM,Byz-NSGDM,0,0.5
1290,89.19270833333333,mimic,KRUM,Byz-NSGDM,0,0.5
1320,89.24278846153847,mimic,KRUM,Byz-NSGDM,0,0.5
1350,89.29286858974359,mimic,KRUM,Byz-NSGDM,0,0.5
1380,89.34294871794872,mimic,KRUM,Byz-NSGDM,0,0.5
1410,89.26282051282051,mimic,KRUM,Byz-NSGDM,0,0.5
1440,89.12259615384616,mimic,KRUM,Byz-NSGDM,0,0.5
1470,89.31290064102564,mimic,KRUM,Byz-NSGDM,0,0.5
1500,89.23277243589743,mimic,KRUM,Byz-NSGDM,0,0.5
30,76.51241987179488,BF,CM,Byz-NSGDM,0,0.5
60,84.20472756410257,BF,CM,Byz-NSGDM,0,0.5
90,84.83573717948718,BF,CM,Byz-NSGDM,0,0.5
120,84.79567307692308,BF,CM,Byz-NSGDM,0,0.5
150,85.49679487179488,BF,CM,Byz-NSGDM,0,0.5
180,84.96594551282051,BF,CM,Byz-NSGDM,0,0.5
210,81.34014423076923,BF,CM,Byz-NSGDM,0,0.5
240,83.14302884615384,BF,CM,Byz-NSGDM,0,0.5
270,83.02283653846153,BF,CM,Byz-NSGDM,0,0.5
300,84.63541666666667,BF,CM,Byz-NSGDM,0,0.5
330,75.48076923076923,BF,CM,Byz-NSGDM,0,0.5
360,75.92147435897436,BF,CM,Byz-NSGDM,0,0.5
390,81.1298076923077,BF,CM,Byz-NSGDM,0,0.5
420,82.53205128205128,BF,CM,Byz-NSGDM,0,0.5
450,83.41346153846153,BF,CM,Byz-NSGDM,0,0.5
480,82.84254807692308,BF,CM,Byz-NSGDM,0,0.5
510,83.89423076923077,BF,CM,Byz-NSGDM,0,0.5
540,83.11298076923077,BF,CM,Byz-NSGDM,0,0.5
570,79.81770833333333,BF,CM,Byz-NSGDM,0,0.5
600,81.53044871794872,BF,CM,Byz-NSGDM,0,0.5
630,79.74759615384616,BF,CM,Byz-NSGDM,0,0.5
660,83.15304487179488,BF,CM,Byz-NSGDM,0,0.5
690,84.58533653846153,BF,CM,Byz-NSGDM,0,0.5
720,78.35536858974359,BF,CM,Byz-NSGDM,0,0.5
750,79.86778846153847,BF,CM,Byz-NSGDM,0,0.5
780,81.19991987179488,BF,CM,Byz-NSGDM,0,0.5
810,80.65905448717949,BF,CM,Byz-NSGDM,0,0.5
840,78.99639423076923,BF,CM,Byz-NSGDM,0,0.5
870,76.40224358974359,BF,CM,Byz-NSGDM,0,0.5
900,79.01642628205128,BF,CM,Byz-NSGDM,0,0.5
930,82.19150641025641,BF,CM,Byz-NSGDM,0,0.5
960,75.24038461538461,BF,CM,Byz-NSGDM,0,0.5
990,79.58733974358974,BF,CM,Byz-NSGDM,0,0.5
1020,76.6426282051282,BF,CM,Byz-NSGDM,0,0.5
1050,82.72235576923077,BF,CM,Byz-NSGDM,0,0.5
1080,74.39903846153847,BF,CM,Byz-NSGDM,0,0.5
1110,80.79927884615384,BF,CM,Byz-NSGDM,0,0.5
1140,78.45552884615384,BF,CM,Byz-NSGDM,0,0.5
1170,80.59895833333333,BF,CM,Byz-NSGDM,0,0.5
1200,76.61258012820512,BF,CM,Byz-NSGDM,0,0.5
1230,80.72916666666667,BF,CM,Byz-NSGDM,0,0.5
1260,77.95472756410257,BF,CM,Byz-NSGDM,0,0.5
1290,79.0264423076923,BF,CM,Byz-NSGDM,0,0.5
1320,81.96113782051282,BF,CM,Byz-NSGDM,0,0.5
1350,79.39703525641026,BF,CM,Byz-NSGDM,0,0.5
1380,75.99158653846153,BF,CM,Byz-NSGDM,0,0.5
1410,77.55408653846153,BF,CM,Byz-NSGDM,0,0.5
1440,78.11498397435898,BF,CM,Byz-NSGDM,0,0.5
1470,83.02283653846153,BF,CM,Byz-NSGDM,0,0.5
1500,76.27203525641026,BF,CM,Byz-NSGDM,0,0.5
30,78.06490384615384,BF,RFA,Byz-NSGDM,0,0.5
60,84.20472756410257,BF,RFA,Byz-NSGDM,0,0.5
90,84.83573717948718,BF,RFA,Byz-NSGDM,0,0.5
120,84.53525641025641,BF,RFA,Byz-NSGDM,0,0.5
150,85.80729166666667,BF,RFA,Byz-NSGDM,0,0.5
180,84.01442307692308,BF,RFA,Byz-NSGDM,0,0.5
210,82.64222756410257,BF,RFA,Byz-NSGDM,0,0.5
240,83.04286858974359,BF,RFA,Byz-NSGDM,0,0.5
270,85.29647435897436,BF,RFA,Byz-NSGDM,0,0.5
300,84.99599358974359,BF,RFA,Byz-NSGDM,0,0.5
330,85.31650641025641,BF,RFA,Byz-NSGDM,0,0.5
360,83.05288461538461,BF,RFA,Byz-NSGDM,0,0.5
390,81.42027243589743,BF,RFA,Byz-NSGDM,0,0.5
420,76.33213141025641,BF,RFA,Byz-NSGDM,0,0.5
450,81.63060897435898,BF,RFA,Byz-NSGDM,0,0.5
480,81.50040064102564,BF,RFA,Byz-NSGDM,0,0.5
510,77.09334935897436,BF,RFA,Byz-NSGDM,0,0.5
540,77.33373397435898,BF,RFA,Byz-NSGDM,0,0.5
570,83.80408653846153,BF,RFA,Byz-NSGDM,0,0.5
600,78.41546474358974,BF,RFA,Byz-NSGDM,0,0.5
630,83.78405448717949,BF,RFA,Byz-NSGDM,0,0.5
660,82.72235576923077,BF,RFA,Byz-NSGDM,0,0.5
690,82.58213141025641,BF,RFA,Byz-NSGDM,0,0.5
720,77.63421474358974,BF,RFA,Byz-NSGDM,0,0.5
750,82.03125,BF,RFA,Byz-NSGDM,0,0.5
780,75.57091346153847,BF,RFA,Byz-NSGDM,0,0.5
810,81.39022435897436,BF,RFA,Byz-NSGDM,0,0.5
840,77.28365384615384,BF,RFA,Byz-NSGDM,0,0.5
870,76.88301282051282,BF,RFA,Byz-NSGDM,0,0.5
900,84.39503205128206,BF,RFA,Byz-NSGDM,0,0.5
930,84.40504807692308,BF,RFA,Byz-NSGDM,0,0.5
960,81.44030448717949,BF,RFA,Byz-NSGDM,0,0.5
990,82.6923076923077,BF,RFA,Byz-NSGDM,0,0.5
1020,76.22195512820512,BF,RFA,Byz-NSGDM,0,0.5
1050,79.30689102564102,BF,RFA,Byz-NSGDM,0,0.5
1080,80.43870192307692,BF,RFA,Byz-NSGDM,0,0.5
1110,83.45352564102564,BF,RFA,Byz-NSGDM,0,0.5
1140,76.69270833333333,BF,RFA,Byz-NSGDM,0,0.5
1170,83.2431891025641,BF,RFA,Byz-NSGDM,0,0.5
1200,76.5224358974359,BF,RFA,Byz-NSGDM,0,0.5
1230,84.08453525641026,BF,RFA,Byz-NSGDM,0,0.5
1260,76.84294871794872,BF,RFA,Byz-NSGDM,0,0.5
1290,80.68910256410257,BF,RFA,Byz-NSGDM,0,0.5
1320,81.22996794871794,BF,RFA,Byz-NSGDM,0,0.5
1350,78.84615384615384,BF,RFA,Byz-NSGDM,0,0.5
1380,77.19350961538461,BF,RFA,Byz-NSGDM,0,0.5
1410,80.45873397435898,BF,RFA,Byz-NSGDM,0,0.5
1440,81.58052884615384,BF,RFA,Byz-NSGDM,0,0.5
1470,83.22315705128206,BF,RFA,Byz-NSGDM,0,0.5
1500,79.30689102564102,BF,RFA,Byz-NSGDM,0,0.5
30,82.14142628205128,BF,KRUM,Baseline,0,0.01
60,80.25841346153847,BF,KRUM,Baseline,0,0.01
90,81.88100961538461,BF,KRUM,Baseline,0,0.01
120,83.38341346153847,BF,KRUM,Baseline,0,0.01
150,84.8858173076923,BF,KRUM,Baseline,0,0.01
180,84.47516025641026,BF,KRUM,Baseline,0,0.01
210,83.58373397435898,BF,KRUM,Baseline,0,0.01
240,81.62059294871794,BF,KRUM,Baseline,0,0.01
270,85.92748397435898,BF,KRUM,Baseline,0,0.01
300,75.3104967948718,BF,KRUM,Baseline,0,0.01
330,72.62620192307692,BF,KRUM,Baseline,0,0.01
360,76.32211538461539,BF,KRUM,Baseline,0,0.01
390,78.27524038461539,BF,KRUM,Baseline,0,0.01
420,81.7207532051282,BF,KRUM,Baseline,0,0.01
450,84.08453525641026,BF,KRUM,Baseline,0,0.01
480,83.04286858974359,BF,KRUM,Baseline,0,0.01
510,82.40184294871794,BF,KRUM,Baseline,0,0.01
540,60.88741987179487,BF,KRUM,Baseline,0,0.01
570,11.678685897435898,BF,KRUM,Baseline,0,0.01
600,11.408253205128204,BF,KRUM,Baseline,0,0.01
630,13.080929487179487,BF,KRUM,Baseline,0,0.01
660,13.561698717948717,BF,KRUM,Baseline,0,0.01
690,12.119391025641026,BF,KRUM,Baseline,0,0.01
